id,timestamp,package_name,word_text,word_id,learning_event_type,additional_data
13492,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
13667,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
13842,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
14017,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
14192,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
14367,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
14542,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
14717,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
14892,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
15067,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
15242,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
15417,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
15592,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
15767,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
15942,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
16117,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
16292,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
16467,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
16642,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
16817,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
16992,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
16998,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
17229,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
17235,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
17466,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
17472,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
17703,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
17709,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
17940,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
17946,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
18177,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
18183,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
18414,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
18420,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
18651,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
18657,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
18888,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
18894,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
19125,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
19131,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
19362,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
19368,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
19599,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
19605,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
19836,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
19842,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
20073,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
20079,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
20310,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
20316,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
20547,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
20553,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
20784,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
20790,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
21021,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
21027,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
21258,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
21264,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
21495,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
21501,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
21732,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
21738,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
21969,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
21975,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
22206,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
22212,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
22443,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
22449,1749111321000,ai.elimu.vitabu.debug,with,,WORD_PRESSED,
