id,timestamp,package_name,video_title,video_id,learning_event_type,additional_data
473041,1749512477,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
473042,1749512525,ai.elimu.filamu,चिड़िया,1,VIDEO_COMPLETED,{'video_playback_position_ms': 29984}
473043,1749512641,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
473044,1749512696,ai.elimu.filamu,चिड़िया,1,VIDEO_COMPLETED,{'video_playback_position_ms': 47839}
473045,1749512776,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
473046,1749512795,ai.elimu.filamu,चिड़िया,1,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 12817}
473047,1749512864,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
473048,1749512873,ai.elimu.filamu,चिड़िया,1,VIDEO_COMPLETED,{'video_playback_position_ms': 1293}
473049,1749512977,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
473050,1749513011,ai.elimu.filamu,चिड़िया,1,VIDEO_COMPLETED,{'video_playback_position_ms': 43281}
473051,1749513047,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
473052,1749513070,ai.elimu.filamu,चिड़िया,1,VIDEO_COMPLETED,{'video_playback_position_ms': 32165}
473053,1749598525,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
473054,1749598530,ai.elimu.filamu,चिड़िया,1,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 49477}
473055,1749598569,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
473056,1749598580,ai.elimu.filamu,चिड़िया,1,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 41605}
473057,1749598596,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
473058,1749598623,ai.elimu.filamu,चिड़िया,1,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 5002}
473059,1749598666,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
473060,1749598693,ai.elimu.filamu,चिड़िया,1,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 3616}
473061,1749598746,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
473062,1749598787,ai.elimu.filamu,चिड़िया,1,VIDEO_COMPLETED,{'video_playback_position_ms': 22646}
473063,1749598841,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
473064,1749598874,ai.elimu.filamu,चिड़िया,1,VIDEO_COMPLETED,{'video_playback_position_ms': 39579}
473065,1749598986,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
473066,1749599004,ai.elimu.filamu,चिड़िया,1,VIDEO_COMPLETED,{'video_playback_position_ms': 18421}
473067,1749599116,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
473068,1749599148,ai.elimu.filamu,चिड़िया,1,VIDEO_COMPLETED,{'video_playback_position_ms': 11345}
473069,1749686192,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
473070,1749686207,ai.elimu.filamu,चिड़िया,1,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 53750}
473071,1749686274,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
473072,1749686314,ai.elimu.filamu,चिड़िया,1,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 52651}
473073,1749686338,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
473074,1749686345,ai.elimu.filamu,चिड़िया,1,VIDEO_COMPLETED,{'video_playback_position_ms': 1338}
473075,1749686407,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
473076,1749686414,ai.elimu.filamu,चिड़िया,1,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 7991}
473077,1749686463,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
473078,1749686511,ai.elimu.filamu,चिड़िया,1,VIDEO_COMPLETED,{'video_playback_position_ms': 37933}
473079,1749686553,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
473080,1749686589,ai.elimu.filamu,चिड़िया,1,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 58331}
473081,1749686664,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
473082,1749686706,ai.elimu.filamu,चिड़िया,1,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 36678}
473083,1749686799,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
473084,1749686835,ai.elimu.filamu,चिड़िया,1,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 16662}
473085,1749686918,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
473086,1749686972,ai.elimu.filamu,चिड़िया,1,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 34534}
473087,1749687088,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
473088,1749687109,ai.elimu.filamu,चिड़िया,1,VIDEO_COMPLETED,{'video_playback_position_ms': 13620}
473089,1749687174,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
473090,1749687182,ai.elimu.filamu,चिड़िया,1,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 15574}
473091,1749687294,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
473092,1749687350,ai.elimu.filamu,चिड़िया,1,VIDEO_COMPLETED,{'video_playback_position_ms': 57882}
473093,1749687404,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
473094,1749687458,ai.elimu.filamu,चिड़िया,1,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 44651}
473095,1749687505,ai.elimu.filamu,चिड़िया,1,VIDEO_OPENED,
