id,timestamp,android_id,package_name,video_id,video_title,learning_event_type,additional_data
1,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
25,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
49,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
73,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
97,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
121,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
145,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
169,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
193,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
217,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
241,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
265,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
289,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
313,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
337,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
361,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
385,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
409,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
433,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
457,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
481,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
505,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
529,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
553,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
605,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
685,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
765,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
845,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
925,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
1005,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
1085,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
1165,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
1245,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
1325,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
1405,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
1485,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
1565,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
1645,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
1725,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
1805,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
1885,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
1965,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
2045,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
2125,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
2205,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
2285,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
2365,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
2445,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
2541,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
2669,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
2797,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
2925,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
3053,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
3181,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
3309,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
3437,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
3565,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
3693,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
3821,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
3949,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
4077,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
4205,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
4333,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
4461,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
4589,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
4717,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
4845,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
4973,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
5101,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
5229,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
5357,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
5485,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
5639,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
5813,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
5986,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
6159,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
6332,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
6505,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
6678,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
6851,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
7024,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
7197,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
7370,1746928388000,e387***0002,ai.elimu.filamu,1,piper,VIDEO_OPENED,
