id,timestamp,package_name,additional_data,research_experiment,experiment_group,video_title,video_id
448576,1749519233,ai.elimu.filamu,,,,piper,1
448577,1749519289,ai.elimu.filamu,{'video_playback_position_ms': 28516},,,piper,1
448578,1749519310,ai.elimu.filamu,,,,piper,1
448579,1749519367,ai.elimu.filamu,{'video_playback_position_ms': 21421},,,piper,1
448580,1749519448,ai.elimu.filamu,,,,piper,1
448581,1749519503,ai.elimu.filamu,{'video_playback_position_ms': 18859},,,piper,1
448582,1749519538,ai.elimu.filamu,,,,piper,1
448583,1749519594,ai.elimu.filamu,{'video_playback_position_ms': 27438},,,piper,1
448584,1749519638,ai.elimu.filamu,,,,piper,1
448585,1749519673,ai.elimu.filamu,{'video_playback_position_ms': 59157},,,piper,1
448586,1749519725,ai.elimu.filamu,,,,piper,1
448587,1749519784,ai.elimu.filamu,{'video_playback_position_ms': 8549},,,piper,1
448588,1749519889,ai.elimu.filamu,,,,piper,1
448589,1749519928,ai.elimu.filamu,{'video_playback_position_ms': 13890},,,piper,1
448590,1749520023,ai.elimu.filamu,,,,piper,1
448591,1749520031,ai.elimu.filamu,{'video_playback_position_ms': 43589},,,piper,1
448592,1749520092,ai.elimu.filamu,,,,piper,1
448593,1749520144,ai.elimu.filamu,{'video_playback_position_ms': 44761},,,piper,1
448594,1749520232,ai.elimu.filamu,,,,piper,1
448595,1749520278,ai.elimu.filamu,{'video_playback_position_ms': 38218},,,piper,1
448596,1749520369,ai.elimu.filamu,,,,piper,1
448597,1749520379,ai.elimu.filamu,{'video_playback_position_ms': 1568},,,piper,1
448598,1749520436,ai.elimu.filamu,,,,piper,1
448599,1749520467,ai.elimu.filamu,{'video_playback_position_ms': 9165},,,piper,1
448600,1749520584,ai.elimu.filamu,,,,piper,1
448601,1749520602,ai.elimu.filamu,{'video_playback_position_ms': 2261},,,piper,1
448602,1749520640,ai.elimu.filamu,,,,piper,1
448603,1749520654,ai.elimu.filamu,{'video_playback_position_ms': 34173},,,piper,1
448604,1749520769,ai.elimu.filamu,,,,piper,1
448605,1749520798,ai.elimu.filamu,{'video_playback_position_ms': 35182},,,piper,1
448606,1749778844,ai.elimu.filamu,,,,piper,1
448607,1749778859,ai.elimu.filamu,{'video_playback_position_ms': 42584},,,piper,1
448608,1749778907,ai.elimu.filamu,,,,piper,1
448609,1749778916,ai.elimu.filamu,{'video_playback_position_ms': 5133},,,piper,1
448610,1749778980,ai.elimu.filamu,,,,piper,1
448611,1749779033,ai.elimu.filamu,{'video_playback_position_ms': 6186},,,piper,1
448612,1749779072,ai.elimu.filamu,,,,piper,1
448613,1749779107,ai.elimu.filamu,{'video_playback_position_ms': 31711},,,piper,1
448614,1749779165,ai.elimu.filamu,,,,piper,1
448615,1749779192,ai.elimu.filamu,{'video_playback_position_ms': 51298},,,piper,1
448616,1749779250,ai.elimu.filamu,,,,piper,1
448617,1749779280,ai.elimu.filamu,{'video_playback_position_ms': 7985},,,piper,1
448618,1749779343,ai.elimu.filamu,,,,piper,1
448619,1749779379,ai.elimu.filamu,{'video_playback_position_ms': 45068},,,piper,1
448620,1749779453,ai.elimu.filamu,,,,piper,1
448621,1749779505,ai.elimu.filamu,{'video_playback_position_ms': 49289},,,piper,1
448622,1749779531,ai.elimu.filamu,,,,piper,1
448623,1749779567,ai.elimu.filamu,{'video_playback_position_ms': 40637},,,piper,1
448624,1749779640,ai.elimu.filamu,,,,piper,1
448625,1749779698,ai.elimu.filamu,{'video_playback_position_ms': 57030},,,piper,1
448626,1749779809,ai.elimu.filamu,,,,piper,1
448627,1749779852,ai.elimu.filamu,{'video_playback_position_ms': 41356},,,piper,1
448670,1749787601,ai.elimu.filamu,,,,piper,1
448671,1749787624,ai.elimu.filamu,{'video_playback_position_ms': 10289},,,piper,1
448706,1749864963,ai.elimu.filamu,,,,piper,1
448707,1749864968,ai.elimu.filamu,{'video_playback_position_ms': 45089},,,piper,1
448708,1749864991,ai.elimu.filamu,,,,piper,1
448709,1749865015,ai.elimu.filamu,{'video_playback_position_ms': 30250},,,piper,1
448710,1749865081,ai.elimu.filamu,,,,piper,1
448711,1749865100,ai.elimu.filamu,{'video_playback_position_ms': 23050},,,piper,1
448712,1749865132,ai.elimu.filamu,,,,piper,1
448713,1749865174,ai.elimu.filamu,{'video_playback_position_ms': 11368},,,piper,1
448714,1749865216,ai.elimu.filamu,,,,piper,1
448715,1749865251,ai.elimu.filamu,{'video_playback_position_ms': 52536},,,piper,1
448716,1749865347,ai.elimu.filamu,,,,piper,1
448717,1749865379,ai.elimu.filamu,{'video_playback_position_ms': 53221},,,piper,1
448718,1749865480,ai.elimu.filamu,,,,piper,1
448719,1749865516,ai.elimu.filamu,{'video_playback_position_ms': 8517},,,piper,1
448720,1749865534,ai.elimu.filamu,,,,piper,1
448721,1749865544,ai.elimu.filamu,{'video_playback_position_ms': 14127},,,piper,1
448722,1749865566,ai.elimu.filamu,,,,piper,1
448723,1749865612,ai.elimu.filamu,{'video_playback_position_ms': 2451},,,piper,1
448724,1749865696,ai.elimu.filamu,,,,piper,1
448725,1749865722,ai.elimu.filamu,{'video_playback_position_ms': 17603},,,piper,1
448726,1749865832,ai.elimu.filamu,,,,piper,1
448727,1749865850,ai.elimu.filamu,{'video_playback_position_ms': 33180},,,piper,1
448728,1749865872,ai.elimu.filamu,,,,piper,1
448729,1749865893,ai.elimu.filamu,{'video_playback_position_ms': 42476},,,piper,1
448730,1749866010,ai.elimu.filamu,,,,piper,1
448731,1749866036,ai.elimu.filamu,{'video_playback_position_ms': 39268},,,piper,1
448732,1749866148,ai.elimu.filamu,,,,piper,1
448733,1749866169,ai.elimu.filamu,{'video_playback_position_ms': 26232},,,piper,1
448734,1749866230,ai.elimu.filamu,,,,piper,1
448735,1749866276,ai.elimu.filamu,{'video_playback_position_ms': 47009},,,piper,1
448762,1749956954,ai.elimu.filamu,,,,piper,1
448763,1749957005,ai.elimu.filamu,{'video_playback_position_ms': 46952},,,piper,1
448764,1749957092,ai.elimu.filamu,,,,piper,1
448765,1749957150,ai.elimu.filamu,{'video_playback_position_ms': 2725},,,piper,1
448766,1749957263,ai.elimu.filamu,,,,piper,1
448767,1749957300,ai.elimu.filamu,{'video_playback_position_ms': 26113},,,piper,1
448768,1749957363,ai.elimu.filamu,,,,piper,1
448769,1749957390,ai.elimu.filamu,{'video_playback_position_ms': 30262},,,piper,1
448770,1749957406,ai.elimu.filamu,,,,piper,1
448771,1749957462,ai.elimu.filamu,{'video_playback_position_ms': 50564},,,piper,1
448792,1750038159,ai.elimu.filamu,,,,piper,1
448793,1750038172,ai.elimu.filamu,{'video_playback_position_ms': 13313},,,piper,1
448794,1750038240,ai.elimu.filamu,,,,piper,1
448795,1750038253,ai.elimu.filamu,{'video_playback_position_ms': 1202},,,piper,1
448866,1750299727,ai.elimu.filamu,,,,piper,1
448867,1750299748,ai.elimu.filamu,{'video_playback_position_ms': 42870},,,piper,1
448868,1750299791,ai.elimu.filamu,,,,piper,1
448869,1750299814,ai.elimu.filamu,{'video_playback_position_ms': 10326},,,piper,1
448870,1750299932,ai.elimu.filamu,,,,piper,1
448871,1750299987,ai.elimu.filamu,{'video_playback_position_ms': 29205},,,piper,1
448872,1750300055,ai.elimu.filamu,,,,piper,1
448873,1750300075,ai.elimu.filamu,{'video_playback_position_ms': 22464},,,piper,1
448966,1750560358,ai.elimu.filamu,,,,piper,1
448967,1750560373,ai.elimu.filamu,{'video_playback_position_ms': 4160},,,piper,1
448968,1750560490,ai.elimu.filamu,,,,piper,1
448969,1750560512,ai.elimu.filamu,{'video_playback_position_ms': 37681},,,piper,1
448970,1750560541,ai.elimu.filamu,,,,piper,1
448971,1750560586,ai.elimu.filamu,{'video_playback_position_ms': 56202},,,piper,1
448972,1750560665,ai.elimu.filamu,,,,piper,1
448973,1750560696,ai.elimu.filamu,{'video_playback_position_ms': 39281},,,piper,1
448974,1750560730,ai.elimu.filamu,,,,piper,1
448975,1750560737,ai.elimu.filamu,{'video_playback_position_ms': 15595},,,piper,1
448976,1750560848,ai.elimu.filamu,,,,piper,1
448977,1750560894,ai.elimu.filamu,{'video_playback_position_ms': 53295},,,piper,1
